Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	59894	0.024	0
2	243199373	52540	0.022	0
3	198022430	41631	0.021	0
4	191154276	36834	0.019	0
5	180915260	37476	0.021	0
6	171115067	37320	0.022	0
7	159138663	39463	0.025	0
8	146364022	30959	0.021	0
9	141213431	29440	0.021	0
10	135534747	36034	0.027	0
11	135006516	30106	0.022	0
12	133851895	33312	0.025	0
13	115169878	18501	0.016	-1
14	107349540	21375	0.02	0
15	102531392	22007	0.021	0
16	90354753	26418	0.029	0
17	81195210	29010	0.036	1
18	78077248	15863	0.02	0
19	59128983	25968	0.044	1
20	63025520	17088	0.027	0
21	48129895	9023	0.019	0
22	51304566	12776	0.025	0
Odchylenie standardowe dla osobnika: 0.006
Srednia arytmetyczna: 0.02395
