Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	242991	0.097	0
2	243199373	209244	0.086	0
3	198022430	166549	0.084	0
4	191154276	141661	0.074	-1
5	180915260	154093	0.085	0
6	171115067	152794	0.089	0
7	159138663	147587	0.093	0
8	146364022	128270	0.088	0
9	141213431	117428	0.083	0
10	135534747	135524	0.1	0
11	135006516	124531	0.092	0
12	133851895	126862	0.095	0
13	115169878	77135	0.067	-1
14	107349540	84098	0.078	0
15	102531392	85140	0.083	0
16	90354753	97360	0.108	0
17	81195210	98924	0.122	1
18	78077248	68782	0.088	0
19	59128983	83227	0.141	1
20	63025520	69680	0.111	1
21	48129895	34915	0.073	-1
22	51304566	49737	0.097	0
Odchylenie standardowe dla osobnika: 0.01637
