Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1096138	0.44	0
2	243199373	1003472	0.413	0
3	198022430	789907	0.399	0
4	191154276	653126	0.342	-1
5	180915260	719663	0.398	0
6	171115067	747452	0.437	0
7	159138663	687156	0.432	0
8	146364022	628975	0.43	0
9	141213431	568844	0.403	0
10	135534747	689230	0.509	0
11	135006516	616251	0.456	0
12	133851895	595376	0.445	0
13	115169878	356010	0.309	-1
14	107349540	401096	0.374	0
15	102531392	413836	0.404	0
16	90354753	484839	0.537	1
17	81195210	481227	0.593	1
18	78077248	328578	0.421	0
19	59128983	401679	0.679	1
20	63025520	357485	0.567	1
21	48129895	172278	0.358	-1
22	51304566	265467	0.517	0
Odchylenie standardowe dla osobnika: 0.08548
