Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1692817	0.679	0
2	243199373	1596875	0.657	0
3	198022430	1259222	0.636	0
4	191154276	1111584	0.582	0
5	180915260	1140919	0.631	0
6	171115067	1159988	0.678	0
7	159138663	1098402	0.69	0
8	146364022	981889	0.671	0
9	141213431	870298	0.616	0
10	135534747	1064606	0.785	0
11	135006516	938757	0.695	0
12	133851895	934281	0.698	0
13	115169878	571930	0.497	-1
14	107349540	621164	0.579	0
15	102531392	621655	0.606	0
16	90354753	739094	0.818	1
17	81195210	709066	0.873	1
18	78077248	504809	0.647	0
19	59128983	603733	1.021	1
20	63025520	512330	0.813	1
21	48129895	264652	0.55	-1
22	51304566	361894	0.705	0
Odchylenie standardowe dla osobnika: 0.11424
