Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	20622	0.008	0
2	243199373	19090	0.008	0
3	198022430	15700	0.008	0
4	191154276	13353	0.007	0
5	180915260	13775	0.008	0
6	171115067	14010	0.008	0
7	159138663	13937	0.009	0
8	146364022	11662	0.008	0
9	141213431	10646	0.008	0
10	135534747	12173	0.009	0
11	135006516	10965	0.008	0
12	133851895	11858	0.009	0
13	115169878	6929	0.006	-1
14	107349540	7839	0.007	0
15	102531392	7865	0.008	0
16	90354753	9109	0.01	0
17	81195210	9522	0.012	1
18	78077248	6217	0.008	0
19	59128983	8238	0.014	1
20	63025520	6176	0.01	0
21	48129895	3212	0.007	0
22	51304566	4504	0.009	0
Odchylenie standardowe dla osobnika: 0.0017
Srednia arytmetyczna: 0.00859
