Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	134789	0.054	0
2	243199373	119196	0.049	0
3	198022430	91755	0.046	0
4	191154276	77557	0.041	0
5	180915260	84541	0.047	0
6	171115067	83466	0.049	0
7	159138663	83879	0.053	0
8	146364022	67917	0.046	0
9	141213431	65867	0.047	0
10	135534747	74736	0.055	0
11	135006516	67830	0.05	0
12	133851895	70981	0.053	0
13	115169878	41867	0.036	-1
14	107349540	46847	0.044	0
15	102531392	48287	0.047	0
16	90354753	55984	0.062	0
17	81195210	60623	0.075	1
18	78077248	36709	0.047	0
19	59128983	51206	0.087	1
20	63025520	37811	0.06	0
21	48129895	19388	0.04	-1
22	51304566	28611	0.056	0
Odchylenie standardowe dla osobnika: 0.01114
