Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	491327	0.197	0
2	243199373	448205	0.184	0
3	198022430	357701	0.181	0
4	191154276	306974	0.161	0
5	180915260	321626	0.178	0
6	171115067	326126	0.191	0
7	159138663	317653	0.2	0
8	146364022	271552	0.186	0
9	141213431	249664	0.177	0
10	135534747	288278	0.213	0
11	135006516	260356	0.193	0
12	133851895	273790	0.205	0
13	115169878	162403	0.141	-1
14	107349540	179433	0.167	0
15	102531392	183709	0.179	0
16	90354753	209445	0.232	0
17	81195210	215227	0.265	1
18	78077248	141484	0.181	0
19	59128983	185310	0.313	1
20	63025520	144786	0.23	0
21	48129895	74744	0.155	-1
22	51304566	103144	0.201	0
Odchylenie standardowe dla osobnika: 0.03679
