Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	179417	0.072	0
2	243199373	194227	0.08	0
3	198022430	159478	0.081	0
4	191154276	152618	0.08	0
5	180915260	142348	0.079	0
6	171115067	139030	0.081	0
7	159138663	122416	0.077	0
8	146364022	115042	0.079	0
9	141213431	88305	0.063	-1
10	135534747	107577	0.079	0
11	135006516	101981	0.076	0
12	133851895	106530	0.08	0
13	115169878	78476	0.068	0
14	107349540	70963	0.066	0
15	102531392	64212	0.063	-1
16	90354753	63505	0.07	0
17	81195210	62645	0.077	0
18	78077248	60468	0.077	0
19	59128983	44749	0.076	0
20	63025520	48341	0.077	0
21	48129895	29128	0.061	-1
22	51304566	26374	0.051	-1
Odchylenie standardowe dla osobnika: 0.00791
