Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	567622	0.228	0
2	243199373	585938	0.241	0
3	198022430	471244	0.238	0
4	191154276	438436	0.229	0
5	180915260	424179	0.234	0
6	171115067	410967	0.24	0
7	159138663	378283	0.238	0
8	146364022	350955	0.24	0
9	141213431	283079	0.2	-1
10	135534747	336995	0.249	0
11	135006516	332689	0.246	0
12	133851895	327908	0.245	0
13	115169878	229440	0.199	-1
14	107349540	221114	0.206	-1
15	102531392	201831	0.197	-1
16	90354753	219854	0.243	0
17	81195210	221195	0.272	1
18	78077248	185408	0.237	0
19	59128983	174370	0.295	1
20	63025520	167077	0.265	1
21	48129895	95649	0.199	-1
22	51304566	102092	0.199	-1
Odchylenie standardowe dla osobnika: 0.02514
Srednia arytmetyczna: 0.23364
