Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	205972	0.083	0
2	243199373	218090	0.09	0
3	198022430	176602	0.089	0
4	191154276	168458	0.088	0
5	180915260	160194	0.089	0
6	171115067	154132	0.09	0
7	159138663	140543	0.088	0
8	146364022	132474	0.091	0
9	141213431	104620	0.074	-1
10	135534747	122535	0.09	0
11	135006516	123057	0.091	0
12	133851895	121850	0.091	0
13	115169878	88053	0.076	-1
14	107349540	82237	0.077	-1
15	102531392	74050	0.072	-1
16	90354753	77027	0.085	0
17	81195210	75286	0.093	0
18	78077248	70248	0.09	0
19	59128983	57746	0.098	1
20	63025520	59731	0.095	1
21	48129895	34833	0.072	-1
22	51304566	34446	0.067	-1
Odchylenie standardowe dla osobnika: 0.00831
Srednia arytmetyczna: 0.08541
