Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1393605	0.559	0
2	243199373	1482054	0.609	0
3	198022430	1216208	0.614	0
4	191154276	1130032	0.591	0
5	180915260	1089304	0.602	0
6	171115067	1046043	0.611	0
7	159138663	925757	0.582	0
8	146364022	891348	0.609	0
9	141213431	693297	0.491	-1
10	135534747	820426	0.605	0
11	135006516	820272	0.608	0
12	133851895	811817	0.607	0
13	115169878	589326	0.512	0
14	107349540	548767	0.511	0
15	102531392	499155	0.487	-1
16	90354753	492985	0.546	0
17	81195210	490735	0.604	0
18	78077248	472888	0.606	0
19	59128983	343713	0.581	0
20	63025520	402629	0.639	1
21	48129895	224039	0.465	-1
22	51304566	221962	0.433	-1
Odchylenie standardowe dla osobnika: 0.05637
