Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	179153	0.072	0
2	243199373	163776	0.067	0
3	198022430	128764	0.065	0
4	191154276	111489	0.058	-1
5	180915260	116544	0.064	0
6	171115067	118651	0.069	0
7	159138663	114144	0.072	0
8	146364022	100369	0.069	0
9	141213431	90476	0.064	0
10	135534747	107898	0.08	0
11	135006516	97922	0.073	0
12	133851895	96899	0.072	0
13	115169878	58358	0.051	-1
14	107349540	64917	0.06	0
15	102531392	65732	0.064	0
16	90354753	77331	0.086	0
17	81195210	78284	0.096	1
18	78077248	52139	0.067	0
19	59128983	66644	0.113	1
20	63025520	54519	0.087	1
21	48129895	41323	0.086	0
22	51304566	40714	0.079	0
Odchylenie standardowe dla osobnika: 0.01355
Srednia arytmetyczna: 0.07336
