Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	989476	0.397	0
2	243199373	1029230	0.423	0
3	198022430	834225	0.421	0
4	191154276	767074	0.401	0
5	180915260	747349	0.413	0
6	171115067	720459	0.421	0
7	159138663	644597	0.405	0
8	146364022	616645	0.421	0
9	141213431	488934	0.346	-1
10	135534747	583681	0.431	0
11	135006516	580228	0.43	0
12	133851895	563292	0.421	0
13	115169878	401611	0.349	-1
14	107349540	382425	0.356	-1
15	102531392	356125	0.347	-1
16	90354753	366820	0.406	0
17	81195210	369792	0.455	1
18	78077248	326143	0.418	0
19	59128983	271867	0.46	1
20	63025520	295423	0.469	1
21	48129895	159812	0.332	-1
22	51304566	175621	0.342	-1
Odchylenie standardowe dla osobnika: 0.03941
Srednia arytmetyczna: 0.40291
