Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1467800	0.589	0
2	243199373	1341092	0.551	0
3	198022430	1048981	0.53	0
4	191154276	914600	0.478	0
5	180915260	944071	0.522	0
6	171115067	963052	0.563	0
7	159138663	939878	0.591	0
8	146364022	814355	0.556	0
9	141213431	739817	0.524	0
10	135534747	930312	0.686	0
11	135006516	794911	0.589	0
12	133851895	796175	0.595	0
13	115169878	466741	0.405	-1
14	107349540	529682	0.493	0
15	102531392	541966	0.529	0
16	90354753	664548	0.735	1
17	81195210	650597	0.801	1
18	78077248	417746	0.535	0
19	59128983	562766	0.952	1
20	63025520	449685	0.713	0
21	48129895	226347	0.47	-1
22	51304566	330328	0.644	0
Odchylenie standardowe dla osobnika: 0.12003
Srednia arytmetyczna: 0.59323
