Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	28860	0.012	0
2	243199373	25241	0.01	0
3	198022430	20382	0.01	0
4	191154276	17696	0.009	0
5	180915260	18054	0.01	0
6	171115067	18195	0.011	0
7	159138663	19154	0.012	0
8	146364022	14960	0.01	0
9	141213431	14677	0.01	0
10	135534747	16776	0.012	0
11	135006516	14706	0.011	0
12	133851895	16425	0.012	0
13	115169878	8757	0.008	-1
14	107349540	10362	0.01	0
15	102531392	10792	0.011	0
16	90354753	13142	0.015	1
17	81195210	13924	0.017	1
18	78077248	7692	0.01	0
19	59128983	12940	0.022	1
20	63025520	8136	0.013	0
21	48129895	4065	0.008	-1
22	51304566	6290	0.012	0
Odchylenie standardowe dla osobnika: 0.00304
Srednia arytmetyczna: 0.01159
