Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	83351	0.033	0
2	243199373	84379	0.035	0
3	198022430	69022	0.035	0
4	191154276	63205	0.033	0
5	180915260	61003	0.034	0
6	171115067	59868	0.035	0
7	159138663	55271	0.035	0
8	146364022	50895	0.035	0
9	141213431	40765	0.029	-1
10	135534747	49070	0.036	0
11	135006516	46719	0.035	0
12	133851895	48852	0.036	0
13	115169878	33065	0.029	-1
14	107349540	32171	0.03	0
15	102531392	30194	0.029	-1
16	90354753	31650	0.035	0
17	81195210	32857	0.04	1
18	78077248	26580	0.034	0
19	59128983	24958	0.042	1
20	63025520	23730	0.038	1
21	48129895	13070	0.027	-1
22	51304566	14048	0.027	-1
Odchylenie standardowe dla osobnika: 0.00382
