Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1625852	0.652	0
2	243199373	1483530	0.61	0
3	198022430	1168165	0.59	0
4	191154276	1015094	0.531	0
5	180915260	1056235	0.584	0
6	171115067	1084619	0.634	0
7	159138663	1044812	0.657	0
8	146364022	914975	0.625	0
9	141213431	810622	0.574	0
10	135534747	1009541	0.745	0
11	135006516	880376	0.652	0
12	133851895	885290	0.661	0
13	115169878	524772	0.456	-1
14	107349540	585452	0.545	0
15	102531392	591623	0.577	0
16	90354753	705073	0.78	1
17	81195210	694665	0.856	1
18	78077248	469539	0.601	0
19	59128983	594321	1.005	1
20	63025520	490469	0.778	1
21	48129895	246588	0.512	-1
22	51304566	356131	0.694	0
Odchylenie standardowe dla osobnika: 0.12035
Srednia arytmetyczna: 0.65086
