Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	513227	0.206	0
2	243199373	514881	0.212	0
3	198022430	415049	0.21	0
4	191154276	364066	0.19	0
5	180915260	367879	0.203	0
6	171115067	355961	0.208	0
7	159138663	322491	0.203	0
8	146364022	309402	0.211	0
9	141213431	251436	0.178	-1
10	135534747	300683	0.222	0
11	135006516	299347	0.222	0
12	133851895	284787	0.213	0
13	115169878	193088	0.168	-1
14	107349540	194025	0.181	-1
15	102531392	187207	0.183	0
16	90354753	199198	0.22	0
17	81195210	201634	0.248	1
18	78077248	162002	0.207	0
19	59128983	154383	0.261	1
20	63025520	160402	0.255	1
21	48129895	81192	0.169	-1
22	51304566	99621	0.194	0
Odchylenie standardowe dla osobnika: 0.02445
Srednia arytmetyczna: 0.20745
