Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	801213	0.321	0
2	243199373	846339	0.348	0
3	198022430	693285	0.35	0
4	191154276	635514	0.332	0
5	180915260	617834	0.342	0
6	171115067	593618	0.347	0
7	159138663	525024	0.33	0
8	146364022	511422	0.349	0
9	141213431	398432	0.282	-1
10	135534747	474633	0.35	0
11	135006516	470394	0.348	0
12	133851895	461521	0.345	0
13	115169878	333324	0.289	-1
14	107349540	312351	0.291	-1
15	102531392	288579	0.281	-1
16	90354753	289381	0.32	0
17	81195210	286277	0.353	0
18	78077248	269968	0.346	0
19	59128983	199336	0.337	0
20	63025520	238179	0.378	1
21	48129895	127835	0.266	-1
22	51304566	132715	0.259	-1
Odchylenie standardowe dla osobnika: 0.03192
