Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	35766	0.014	0
2	243199373	33026	0.014	0
3	198022430	25637	0.013	0
4	191154276	22211	0.012	-1
5	180915260	23400	0.013	0
6	171115067	23701	0.014	0
7	159138663	22990	0.014	0
8	146364022	19970	0.014	0
9	141213431	18021	0.013	0
10	135534747	21613	0.016	0
11	135006516	19422	0.014	0
12	133851895	19621	0.015	0
13	115169878	11435	0.01	-1
14	107349540	13031	0.012	-1
15	102531392	12930	0.013	0
16	90354753	15541	0.017	0
17	81195210	15849	0.02	1
18	78077248	10290	0.013	0
19	59128983	13244	0.022	1
20	63025520	10984	0.017	0
21	48129895	8317	0.017	0
22	51304566	8048	0.016	0
Odchylenie standardowe dla osobnika: 0.00265
Srednia arytmetyczna: 0.01468
