Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	29841	0.012	0
2	243199373	27871	0.011	0
3	198022430	22152	0.011	0
4	191154276	18715	0.01	0
5	180915260	19813	0.011	0
6	171115067	18951	0.011	0
7	159138663	19764	0.012	0
8	146364022	15725	0.011	0
9	141213431	14924	0.011	0
10	135534747	16785	0.012	0
11	135006516	15612	0.012	0
12	133851895	16911	0.013	0
13	115169878	10403	0.009	-1
14	107349540	11026	0.01	0
15	102531392	11071	0.011	0
16	90354753	12183	0.013	0
17	81195210	13489	0.017	1
18	78077248	8673	0.011	0
19	59128983	10915	0.018	1
20	63025520	7870	0.012	0
21	48129895	4348	0.009	-1
22	51304566	5876	0.011	0
Odchylenie standardowe dla osobnika: 0.00209
