Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1464092	0.587	0
2	243199373	1354629	0.557	0
3	198022430	1060614	0.536	0
4	191154276	915718	0.479	-1
5	180915260	968853	0.536	0
6	171115067	986233	0.576	0
7	159138663	942716	0.592	0
8	146364022	830899	0.568	0
9	141213431	755186	0.535	0
10	135534747	890082	0.657	0
11	135006516	807470	0.598	0
12	133851895	800559	0.598	0
13	115169878	486972	0.423	-1
14	107349540	538651	0.502	0
15	102531392	544456	0.531	0
16	90354753	635576	0.703	0
17	81195210	649906	0.8	1
18	78077248	432146	0.553	0
19	59128983	552414	0.934	1
20	63025520	454277	0.721	1
21	48129895	230549	0.479	-1
22	51304566	338371	0.66	0
Odchylenie standardowe dla osobnika: 0.11215
Srednia arytmetyczna: 0.59659
