Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	92958	0.037	0
2	243199373	83115	0.034	0
3	198022430	66789	0.034	0
4	191154276	56091	0.029	-1
5	180915260	60429	0.033	0
6	171115067	61840	0.036	0
7	159138663	59116	0.037	0
8	146364022	50145	0.034	0
9	141213431	47603	0.034	0
10	135534747	54202	0.04	0
11	135006516	49963	0.037	0
12	133851895	52234	0.039	0
13	115169878	30220	0.026	-1
14	107349540	34050	0.032	0
15	102531392	34897	0.034	0
16	90354753	40236	0.045	0
17	81195210	43002	0.053	1
18	78077248	26602	0.034	0
19	59128983	37155	0.063	1
20	63025520	28224	0.045	0
21	48129895	13816	0.029	-1
22	51304566	21005	0.041	0
Odchylenie standardowe dla osobnika: 0.00806
