Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1786146	0.717	0
2	243199373	1644183	0.676	0
3	198022430	1284075	0.648	0
4	191154276	1113014	0.582	-1
5	180915260	1166355	0.645	0
6	171115067	1186959	0.694	0
7	159138663	1140877	0.717	0
8	146364022	1000729	0.684	0
9	141213431	906805	0.642	0
10	135534747	1073608	0.792	0
11	135006516	974868	0.722	0
12	133851895	971913	0.726	0
13	115169878	582865	0.506	-1
14	107349540	649053	0.605	0
15	102531392	656308	0.64	0
16	90354753	775397	0.858	0
17	81195210	779754	0.96	1
18	78077248	521163	0.667	0
19	59128983	662992	1.121	1
20	63025520	545670	0.866	0
21	48129895	416879	0.866	0
22	51304566	404500	0.788	0
Odchylenie standardowe dla osobnika: 0.13389
