Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	157519	0.063	0
2	243199373	136464	0.056	0
3	198022430	109091	0.055	0
4	191154276	92708	0.048	0
5	180915260	96859	0.054	0
6	171115067	98643	0.058	0
7	159138663	102090	0.064	0
8	146364022	80714	0.055	0
9	141213431	77511	0.055	0
10	135534747	90138	0.067	0
11	135006516	79054	0.059	0
12	133851895	87606	0.065	0
13	115169878	48057	0.042	-1
14	107349540	57057	0.053	0
15	102531392	58790	0.057	0
16	90354753	70992	0.079	0
17	81195210	77234	0.095	1
18	78077248	41574	0.053	0
19	59128983	68968	0.117	1
20	63025520	45342	0.072	0
21	48129895	22665	0.047	0
22	51304566	35352	0.069	0
Odchylenie standardowe dla osobnika: 0.01631
Srednia arytmetyczna: 0.06286
