Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	599985	0.241	0
2	243199373	537776	0.221	0
3	198022430	413569	0.209	0
4	191154276	339949	0.178	-1
5	180915260	380140	0.21	0
6	171115067	395898	0.231	0
7	159138663	370369	0.233	0
8	146364022	335074	0.229	0
9	141213431	306175	0.217	0
10	135534747	384727	0.284	0
11	135006516	334919	0.248	0
12	133851895	316853	0.237	0
13	115169878	184752	0.16	-1
14	107349540	215630	0.201	0
15	102531392	223141	0.218	0
16	90354753	273056	0.302	1
17	81195210	274227	0.338	1
18	78077248	174731	0.224	0
19	59128983	234271	0.396	1
20	63025520	198798	0.315	1
21	48129895	96244	0.2	0
22	51304566	157089	0.306	1
Odchylenie standardowe dla osobnika: 0.05488
