Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7395178	2.967	0
2	243199373	7723955	3.176	0
3	198022430	6329994	3.197	0
4	191154276	5901707	3.087	0
5	180915260	5668200	3.133	0
6	171115067	5458286	3.19	0
7	159138663	4947266	3.109	0
8	146364022	4659373	3.183	0
9	141213431	3666563	2.596	-1
10	135534747	4338152	3.201	0
11	135006516	4347668	3.22	0
12	133851895	4318851	3.227	0
13	115169878	3064055	2.66	-1
14	107349540	2900985	2.702	-1
15	102531392	2633993	2.569	-1
16	90354753	2691061	2.978	0
17	81195210	2714170	3.343	1
18	78077248	2445253	3.132	0
19	59128983	2052602	3.471	1
20	63025520	2131534	3.382	1
21	48129895	1198695	2.491	-1
22	51304566	1230767	2.399	-1
Odchylenie standardowe dla osobnika: 0.30054
