Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	248793	0.1	0
2	243199373	259864	0.107	0
3	198022430	210992	0.107	0
4	191154276	195530	0.102	0
5	180915260	189502	0.105	0
6	171115067	183312	0.107	0
7	159138663	164557	0.103	0
8	146364022	160735	0.11	0
9	141213431	122841	0.087	-1
10	135534747	146973	0.108	0
11	135006516	145160	0.108	0
12	133851895	143969	0.108	0
13	115169878	102322	0.089	-1
14	107349540	99014	0.092	0
15	102531392	89511	0.087	-1
16	90354753	91826	0.102	0
17	81195210	90247	0.111	0
18	78077248	82646	0.106	0
19	59128983	68481	0.116	1
20	63025520	73036	0.116	1
21	48129895	41217	0.086	-1
22	51304566	41354	0.081	-1
Odchylenie standardowe dla osobnika: 0.00992
Srednia arytmetyczna: 0.10173
