Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	28668008	11.502	0
2	243199373	30466199	12.527	0
3	198022430	25088049	12.669	0
4	191154276	23731956	12.415	0
5	180915260	22515763	12.445	0
6	171115067	21638151	12.645	0
7	159138663	19401057	12.191	0
8	146364022	18383458	12.56	0
9	141213431	14289948	10.119	-1
10	135534747	16840133	12.425	0
11	135006516	16855295	12.485	0
12	133851895	16897225	12.624	0
13	115169878	12358307	10.731	0
14	107349540	11366703	10.588	0
15	102531392	10237781	9.985	-1
16	90354753	10157460	11.242	0
17	81195210	10173801	12.53	0
18	78077248	9682711	12.401	0
19	59128983	7470930	12.635	0
20	63025520	8078439	12.818	0
21	48129895	4647862	9.657	-1
22	51304566	4534764	8.839	-1
Odchylenie standardowe dla osobnika: 1.16909
