Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1013217	0.407	0
2	243199373	942391	0.387	0
3	198022430	728122	0.368	0
4	191154276	618525	0.324	0
5	180915260	648749	0.359	0
6	171115067	635957	0.372	0
7	159138663	637827	0.401	0
8	146364022	562070	0.384	0
9	141213431	497566	0.352	0
10	135534747	590256	0.436	0
11	135006516	585428	0.434	0
12	133851895	555707	0.415	0
13	115169878	331627	0.288	-1
14	107349540	375780	0.35	0
15	102531392	367457	0.358	0
16	90354753	450119	0.498	0
17	81195210	482504	0.594	1
18	78077248	288739	0.37	0
19	59128983	434754	0.735	1
20	63025520	334132	0.53	1
21	48129895	166582	0.346	0
22	51304566	246289	0.48	0
Odchylenie standardowe dla osobnika: 0.098
Srednia arytmetyczna: 0.41764
