Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	8557390	3.433	0
2	243199373	9254852	3.805	0
3	198022430	7690159	3.883	0
4	191154276	7412652	3.878	0
5	180915260	6905704	3.817	0
6	171115067	6636201	3.878	0
7	159138663	5859986	3.682	0
8	146364022	5587605	3.818	0
9	141213431	4271272	3.025	-1
10	135534747	5019811	3.704	0
11	135006516	5041953	3.735	0
12	133851895	5101285	3.811	0
13	115169878	3820529	3.317	0
14	107349540	3433689	3.199	0
15	102531392	3046674	2.971	-1
16	90354753	2908313	3.219	0
17	81195210	2865420	3.529	0
18	78077248	2950528	3.779	0
19	59128983	2013172	3.405	0
20	63025520	2323348	3.686	0
21	48129895	1398984	2.907	-1
22	51304566	1227436	2.392	-1
Odchylenie standardowe dla osobnika: 0.39125
Srednia arytmetyczna: 3.49423
