Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	809209	0.325	0
2	243199373	834368	0.343	0
3	198022430	681436	0.344	0
4	191154276	620931	0.325	0
5	180915260	607121	0.336	0
6	171115067	588191	0.344	0
7	159138663	530233	0.333	0
8	146364022	501486	0.343	0
9	141213431	398371	0.282	-1
10	135534747	476811	0.352	0
11	135006516	473334	0.351	0
12	133851895	462523	0.346	0
13	115169878	324270	0.282	-1
14	107349540	312020	0.291	-1
15	102531392	294325	0.287	-1
16	90354753	303589	0.336	0
17	81195210	305689	0.376	1
18	78077248	262526	0.336	0
19	59128983	230431	0.39	1
20	63025520	241109	0.383	1
21	48129895	129893	0.27	-1
22	51304566	142609	0.278	-1
Odchylenie standardowe dla osobnika: 0.03363
Srednia arytmetyczna: 0.32968
