Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1749473	0.702	0
2	243199373	1628443	0.67	0
3	198022430	1301851	0.657	0
4	191154276	1150831	0.602	0
5	180915260	1170196	0.647	0
6	171115067	1193319	0.697	0
7	159138663	1146837	0.721	0
8	146364022	1005173	0.687	0
9	141213431	884227	0.626	0
10	135534747	1076420	0.794	0
11	135006516	958050	0.71	0
12	133851895	976787	0.73	0
13	115169878	585028	0.508	-1
14	107349540	641206	0.597	0
15	102531392	640379	0.625	0
16	90354753	754603	0.835	1
17	81195210	739083	0.91	1
18	78077248	511243	0.655	0
19	59128983	634085	1.072	1
20	63025520	518206	0.822	0
21	48129895	268138	0.557	-1
22	51304566	360050	0.702	0
Odchylenie standardowe dla osobnika: 0.1209
Srednia arytmetyczna: 0.70573
