Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	258121	0.104	1
2	243199373	218050	0.09	0
3	198022430	174546	0.088	0
4	191154276	146590	0.077	-1
5	180915260	159102	0.088	0
6	171115067	148220	0.087	0
7	159138663	150963	0.095	0
8	146364022	121821	0.083	0
9	141213431	113234	0.08	0
10	135534747	132454	0.098	0
11	135006516	122477	0.091	0
12	133851895	127976	0.096	0
13	115169878	81752	0.071	-1
14	107349540	86396	0.08	0
15	102531392	85698	0.084	0
16	90354753	93579	0.104	1
17	81195210	99315	0.122	1
18	78077248	67140	0.086	0
19	59128983	70143	0.119	1
20	63025520	64813	0.103	0
21	48129895	34952	0.073	-1
22	51304566	41942	0.082	0
Odchylenie standardowe dla osobnika: 0.01303
Srednia arytmetyczna: 0.09095
