Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	54310	0.022	0
2	243199373	48250	0.02	0
3	198022430	38943	0.02	0
4	191154276	34687	0.018	0
5	180915260	34557	0.019	0
6	171115067	33695	0.02	0
7	159138663	36594	0.023	0
8	146364022	28138	0.019	0
9	141213431	27644	0.02	0
10	135534747	32510	0.024	0
11	135006516	27444	0.02	0
12	133851895	30743	0.023	0
13	115169878	17414	0.015	-1
14	107349540	20015	0.019	0
15	102531392	20172	0.02	0
16	90354753	23761	0.026	0
17	81195210	26968	0.033	1
18	78077248	14633	0.019	0
19	59128983	23445	0.04	1
20	63025520	15279	0.024	0
21	48129895	8100	0.017	0
22	51304566	11421	0.022	0
Odchylenie standardowe dla osobnika: 0.00531
Srednia arytmetyczna: 0.02195
