Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	265084	0.106	0
2	243199373	237139	0.098	0
3	198022430	185530	0.094	0
4	191154276	159121	0.083	0
5	180915260	166702	0.092	0
6	171115067	172961	0.101	0
7	159138663	168890	0.106	0
8	146364022	142539	0.097	0
9	141213431	133576	0.095	0
10	135534747	158930	0.117	0
11	135006516	140856	0.104	0
12	133851895	143424	0.107	0
13	115169878	83387	0.072	-1
14	107349540	95006	0.089	0
15	102531392	99626	0.097	0
16	90354753	117277	0.13	0
17	81195210	124434	0.153	1
18	78077248	73659	0.094	0
19	59128983	109355	0.185	1
20	63025520	81246	0.129	0
21	48129895	40460	0.084	0
22	51304566	63051	0.123	0
Odchylenie standardowe dla osobnika: 0.02455
Srednia arytmetyczna: 0.10709
