Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	130327	0.052	0
2	243199373	117575	0.048	0
3	198022430	93852	0.047	0
4	191154276	80712	0.042	0
5	180915260	83907	0.046	0
6	171115067	83731	0.049	0
7	159138663	85251	0.054	0
8	146364022	69211	0.047	0
9	141213431	65680	0.047	0
10	135534747	75218	0.055	0
11	135006516	67539	0.05	0
12	133851895	72952	0.055	0
13	115169878	42260	0.037	-1
14	107349540	47610	0.044	0
15	102531392	48930	0.048	0
16	90354753	56638	0.063	1
17	81195210	59928	0.074	1
18	78077248	36142	0.046	0
19	59128983	51662	0.087	1
20	63025520	37471	0.059	0
21	48129895	19338	0.04	-1
22	51304566	27348	0.053	0
Odchylenie standardowe dla osobnika: 0.01093
Srednia arytmetyczna: 0.05195
