Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	665598	0.267	0
2	243199373	623580	0.256	0
3	198022430	491077	0.248	0
4	191154276	419417	0.219	-1
5	180915260	444868	0.246	0
6	171115067	459084	0.268	0
7	159138663	422965	0.266	0
8	146364022	381625	0.261	0
9	141213431	342910	0.243	0
10	135534747	408827	0.302	0
11	135006516	369673	0.274	0
12	133851895	364626	0.272	0
13	115169878	224516	0.195	-1
14	107349540	243548	0.227	0
15	102531392	249904	0.244	0
16	90354753	286603	0.317	1
17	81195210	284879	0.351	1
18	78077248	199378	0.255	0
19	59128983	237097	0.401	1
20	63025520	207197	0.329	1
21	48129895	105320	0.219	-1
22	51304566	148965	0.29	0
Odchylenie standardowe dla osobnika: 0.04599
Srednia arytmetyczna: 0.27045
