Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1457733	0.585	0
2	243199373	1350543	0.555	0
3	198022430	1060324	0.535	0
4	191154276	910663	0.476	-1
5	180915260	967345	0.535	0
6	171115067	988298	0.578	0
7	159138663	932111	0.586	0
8	146364022	833544	0.57	0
9	141213431	750389	0.531	0
10	135534747	893877	0.66	0
11	135006516	807739	0.598	0
12	133851895	792900	0.592	0
13	115169878	485705	0.422	-1
14	107349540	532282	0.496	0
15	102531392	538899	0.526	0
16	90354753	629741	0.697	0
17	81195210	633432	0.78	1
18	78077248	433995	0.556	0
19	59128983	533576	0.902	1
20	63025520	452440	0.718	1
21	48129895	230303	0.479	-1
22	51304566	335254	0.653	0
Odchylenie standardowe dla osobnika: 0.1064
