Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	8381746	3.363	0
2	243199373	8876909	3.65	0
3	198022430	7267808	3.67	0
4	191154276	6809576	3.562	0
5	180915260	6516486	3.602	0
6	171115067	6265832	3.662	0
7	159138663	5665755	3.56	0
8	146364022	5351729	3.656	0
9	141213431	4171069	2.954	-1
10	135534747	4938506	3.644	0
11	135006516	4931623	3.653	0
12	133851895	4930838	3.684	0
13	115169878	3546676	3.08	-1
14	107349540	3318498	3.091	0
15	102531392	3004144	2.93	-1
16	90354753	3020123	3.343	0
17	81195210	3001231	3.696	0
18	78077248	2818270	3.61	0
19	59128983	2210210	3.738	0
20	63025520	2395767	3.801	1
21	48129895	1349329	2.804	-1
22	51304566	1345093	2.622	-1
Odchylenie standardowe dla osobnika: 0.33985
