Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	300318	0.12	0
2	243199373	320818	0.132	0
3	198022430	262677	0.133	0
4	191154276	245188	0.128	0
5	180915260	235059	0.13	0
6	171115067	225756	0.132	0
7	159138663	200893	0.126	0
8	146364022	194360	0.133	0
9	141213431	149828	0.106	-1
10	135534747	178810	0.132	0
11	135006516	177525	0.131	0
12	133851895	174720	0.131	0
13	115169878	127455	0.111	0
14	107349540	118770	0.111	0
15	102531392	106992	0.104	-1
16	90354753	107838	0.119	0
17	81195210	104833	0.129	0
18	78077248	102504	0.131	0
19	59128983	73279	0.124	0
20	63025520	87061	0.138	1
21	48129895	49133	0.102	-1
22	51304566	47739	0.093	-1
Odchylenie standardowe dla osobnika: 0.01221
