Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4093056	1.642	0
2	243199373	4108913	1.69	0
3	198022430	3299943	1.666	0
4	191154276	2974115	1.556	0
5	180915260	2937361	1.624	0
6	171115067	2849213	1.665	0
7	159138663	2669383	1.677	0
8	146364022	2456918	1.679	0
9	141213431	2015312	1.427	-1
10	135534747	2412840	1.78	0
11	135006516	2372979	1.758	0
12	133851895	2341038	1.749	0
13	115169878	1557403	1.352	-1
14	107349540	1568088	1.461	0
15	102531392	1465960	1.43	-1
16	90354753	1622878	1.796	0
17	81195210	1682266	2.072	1
18	78077248	1282171	1.642	0
19	59128983	1371932	2.32	1
20	63025520	1247302	1.979	1
21	48129895	654077	1.359	-1
22	51304566	796606	1.553	0
Odchylenie standardowe dla osobnika: 0.2246
