Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	406152	0.163	0
2	243199373	424668	0.175	0
3	198022430	345997	0.175	0
4	191154276	319879	0.167	0
5	180915260	309090	0.171	0
6	171115067	299140	0.175	0
7	159138663	265088	0.167	0
8	146364022	255240	0.174	0
9	141213431	200359	0.142	-1
10	135534747	239264	0.177	0
11	135006516	238383	0.177	0
12	133851895	233029	0.174	0
13	115169878	165837	0.144	-1
14	107349540	157887	0.147	-1
15	102531392	145244	0.142	-1
16	90354753	146535	0.162	0
17	81195210	148045	0.182	1
18	78077248	133771	0.171	0
19	59128983	106938	0.181	1
20	63025520	119223	0.189	1
21	48129895	65219	0.136	-1
22	51304566	68457	0.133	-1
Odchylenie standardowe dla osobnika: 0.01603
Srednia arytmetyczna: 0.16473
