Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1581387	0.634	0
2	243199373	1445730	0.594	0
3	198022430	1134520	0.573	0
4	191154276	979873	0.513	-1
5	180915260	1024796	0.566	0
6	171115067	1050497	0.614	0
7	159138663	1010431	0.635	0
8	146364022	896513	0.613	0
9	141213431	796591	0.564	0
10	135534747	1008707	0.744	0
11	135006516	857500	0.635	0
12	133851895	854036	0.638	0
13	115169878	512067	0.445	-1
14	107349540	568562	0.53	0
15	102531392	577321	0.563	0
16	90354753	689778	0.763	1
17	81195210	672432	0.828	1
18	78077248	458249	0.587	0
19	59128983	572171	0.968	1
20	63025520	479751	0.761	1
21	48129895	241713	0.502	-1
22	51304566	347494	0.677	0
Odchylenie standardowe dla osobnika: 0.11628
Srednia arytmetyczna: 0.63395
