Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	178405	0.072	0
2	243199373	164418	0.068	0
3	198022430	128510	0.065	0
4	191154276	111030	0.058	-1
5	180915260	116490	0.064	0
6	171115067	118720	0.069	0
7	159138663	114616	0.072	0
8	146364022	99657	0.068	0
9	141213431	90174	0.064	0
10	135534747	107414	0.079	0
11	135006516	97569	0.072	0
12	133851895	97036	0.072	0
13	115169878	58186	0.051	-1
14	107349540	65080	0.061	0
15	102531392	65369	0.064	0
16	90354753	76833	0.085	0
17	81195210	78046	0.096	1
18	78077248	52146	0.067	0
19	59128983	66809	0.113	1
20	63025520	54705	0.087	1
21	48129895	42013	0.087	1
22	51304566	40302	0.079	0
Odchylenie standardowe dla osobnika: 0.01349
