Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	198211	0.08	0
2	243199373	187736	0.077	0
3	198022430	144751	0.073	0
4	191154276	127650	0.067	-1
5	180915260	133158	0.074	0
6	171115067	135716	0.079	0
7	159138663	128356	0.081	0
8	146364022	113488	0.078	0
9	141213431	103455	0.073	0
10	135534747	133194	0.098	1
11	135006516	110902	0.082	0
12	133851895	109310	0.082	0
13	115169878	66763	0.058	-1
14	107349540	72993	0.068	0
15	102531392	74643	0.073	0
16	90354753	90149	0.1	1
17	81195210	88027	0.108	1
18	78077248	59182	0.076	0
19	59128983	73206	0.124	1
20	63025520	62901	0.1	1
21	48129895	32334	0.067	-1
22	51304566	46054	0.09	0
Odchylenie standardowe dla osobnika: 0.01512
Srednia arytmetyczna: 0.08218
