Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7170340	2.877	0
2	243199373	7121127	2.928	0
3	198022430	5639191	2.848	0
4	191154276	5101628	2.669	0
5	180915260	5070682	2.803	0
6	171115067	4908346	2.868	0
7	159138663	4729238	2.972	0
8	146364022	4297087	2.936	0
9	141213431	3590290	2.542	0
10	135534747	4221985	3.115	0
11	135006516	4203402	3.113	0
12	133851895	4080375	3.048	0
13	115169878	2689091	2.335	-1
14	107349540	2760889	2.572	0
15	102531392	2558851	2.496	-1
16	90354753	2964894	3.281	0
17	81195210	3091483	3.807	1
18	78077248	2231046	2.857	0
19	59128983	2668167	4.512	1
20	63025520	2236860	3.549	1
21	48129895	1186656	2.466	-1
22	51304566	1510343	2.944	0
Odchylenie standardowe dla osobnika: 0.47426
Srednia arytmetyczna: 2.979
