Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	33228	0.013	0
2	243199373	30251	0.012	0
3	198022430	23814	0.012	0
4	191154276	22533	0.012	0
5	180915260	21481	0.012	0
6	171115067	21099	0.012	0
7	159138663	21877	0.014	0
8	146364022	17726	0.012	0
9	141213431	16512	0.012	0
10	135534747	20889	0.015	0
11	135006516	16897	0.013	0
12	133851895	18499	0.014	0
13	115169878	10676	0.009	-1
14	107349540	11892	0.011	0
15	102531392	11763	0.011	0
16	90354753	14505	0.016	0
17	81195210	15118	0.019	1
18	78077248	8877	0.011	0
19	59128983	13750	0.023	1
20	63025520	8768	0.014	0
21	48129895	4721	0.01	-1
22	51304566	6586	0.013	0
Odchylenie standardowe dla osobnika: 0.00298
