Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	16559406	6.644	0
2	243199373	17285432	7.108	0
3	198022430	14063096	7.102	0
4	191154276	12774230	6.683	0
5	180915260	12617382	6.974	0
6	171115067	12087728	7.064	0
7	159138663	10885382	6.84	0
8	146364022	10452359	7.141	0
9	141213431	8225404	5.825	-1
10	135534747	9825715	7.25	0
11	135006516	9777882	7.243	0
12	133851895	9593626	7.167	0
13	115169878	6711223	5.827	-1
14	107349540	6459895	6.018	-1
15	102531392	5993651	5.846	-1
16	90354753	6132625	6.787	0
17	81195210	6049143	7.45	1
18	78077248	5505675	7.052	0
19	59128983	4381137	7.409	1
20	63025520	4937429	7.834	1
21	48129895	2615522	5.434	-1
22	51304566	2789067	5.436	-1
Odchylenie standardowe dla osobnika: 0.67249
Srednia arytmetyczna: 6.73336
