Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	996422	0.4	0
2	243199373	927619	0.381	0
3	198022430	715375	0.361	0
4	191154276	594666	0.311	-1
5	180915260	658553	0.364	0
6	171115067	686355	0.401	0
7	159138663	624972	0.393	0
8	146364022	574750	0.393	0
9	141213431	517106	0.366	0
10	135534747	653612	0.482	0
11	135006516	568080	0.421	0
12	133851895	533873	0.399	0
13	115169878	323445	0.281	-1
14	107349540	364734	0.34	0
15	102531392	375508	0.366	0
16	90354753	449676	0.498	1
17	81195210	442926	0.546	1
18	78077248	301511	0.386	0
19	59128983	362821	0.614	1
20	63025520	335639	0.533	1
21	48129895	160480	0.333	0
22	51304566	251434	0.49	0
Odchylenie standardowe dla osobnika: 0.0805
Srednia arytmetyczna: 0.41177
