Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	9898966	3.971	0
2	243199373	10291237	4.232	0
3	198022430	8413141	4.249	0
4	191154276	7696913	4.027	0
5	180915260	7506408	4.149	0
6	171115067	7212165	4.215	0
7	159138663	6520976	4.098	0
8	146364022	6212349	4.244	0
9	141213431	4920109	3.484	-1
10	135534747	5822384	4.296	0
11	135006516	5845138	4.33	0
12	133851895	5714024	4.269	0
13	115169878	4031326	3.5	-1
14	107349540	3868373	3.604	-1
15	102531392	3538053	3.451	-1
16	90354753	3645008	4.034	0
17	81195210	3662568	4.511	1
18	78077248	3268888	4.187	0
19	59128983	2721682	4.603	1
20	63025520	2923810	4.639	1
21	48129895	1571164	3.264	-1
22	51304566	1706557	3.326	-1
Odchylenie standardowe dla osobnika: 0.40126
