Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	455516	0.183	0
2	243199373	469920	0.193	0
3	198022430	379903	0.192	0
4	191154276	347138	0.182	0
5	180915260	340296	0.188	0
6	171115067	329626	0.193	0
7	159138663	300148	0.189	0
8	146364022	282803	0.193	0
9	141213431	226405	0.16	-1
10	135534747	268571	0.198	0
11	135006516	268478	0.199	0
12	133851895	260206	0.194	0
13	115169878	181895	0.158	-1
14	107349540	177807	0.166	-1
15	102531392	162612	0.159	-1
16	90354753	172680	0.191	0
17	81195210	172087	0.212	1
18	78077248	149859	0.192	0
19	59128983	130790	0.221	1
20	63025520	135869	0.216	1
21	48129895	75909	0.158	-1
22	51304566	81532	0.159	-1
Odchylenie standardowe dla osobnika: 0.01854
