Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	748307	0.3	0
2	243199373	808590	0.332	0
3	198022430	673803	0.34	0
4	191154276	652052	0.341	1
5	180915260	605149	0.334	0
6	171115067	582471	0.34	0
7	159138663	515489	0.324	0
8	146364022	490795	0.335	0
9	141213431	373968	0.265	-1
10	135534747	441772	0.326	0
11	135006516	442247	0.328	0
12	133851895	446802	0.334	0
13	115169878	335695	0.291	0
14	107349540	301350	0.281	0
15	102531392	264598	0.258	-1
16	90354753	256101	0.283	0
17	81195210	249537	0.307	0
18	78077248	260097	0.333	0
19	59128983	177588	0.3	0
20	63025520	203735	0.323	0
21	48129895	124323	0.258	-1
22	51304566	107231	0.209	-1
Odchylenie standardowe dla osobnika: 0.03437
