Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	955509	0.383	0
2	243199373	987421	0.406	0
3	198022430	801861	0.405	0
4	191154276	743770	0.389	0
5	180915260	718776	0.397	0
6	171115067	692895	0.405	0
7	159138663	632348	0.397	0
8	146364022	594603	0.406	0
9	141213431	474572	0.336	-1
10	135534747	564885	0.417	0
11	135006516	560305	0.415	0
12	133851895	551808	0.412	0
13	115169878	386985	0.336	-1
14	107349540	374661	0.349	-1
15	102531392	339596	0.331	-1
16	90354753	359603	0.398	0
17	81195210	363390	0.448	1
18	78077248	312935	0.401	0
19	59128983	279928	0.473	1
20	63025520	281117	0.446	1
21	48129895	157635	0.328	-1
22	51304566	169954	0.331	-1
Odchylenie standardowe dla osobnika: 0.03977
