Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1574122	0.632	0
2	243199373	1472390	0.605	0
3	198022430	1172645	0.592	0
4	191154276	1022568	0.535	0
5	180915260	1057632	0.585	0
6	171115067	1078821	0.63	0
7	159138663	1025094	0.644	0
8	146364022	913945	0.624	0
9	141213431	808087	0.572	0
10	135534747	972198	0.717	0
11	135006516	870398	0.645	0
12	133851895	870082	0.65	0
13	115169878	530981	0.461	-1
14	107349540	579581	0.54	0
15	102531392	589196	0.575	0
16	90354753	673679	0.746	1
17	81195210	661749	0.815	1
18	78077248	466708	0.598	0
19	59128983	562161	0.951	1
20	63025520	477242	0.757	1
21	48129895	244908	0.509	-1
22	51304566	336780	0.656	0
Odchylenie standardowe dla osobnika: 0.10582
Srednia arytmetyczna: 0.63814
