Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1788528	0.718	0
2	243199373	1643823	0.676	0
3	198022430	1282920	0.648	0
4	191154276	1110105	0.581	-1
5	180915260	1166377	0.645	0
6	171115067	1186498	0.693	0
7	159138663	1140372	0.717	0
8	146364022	1001064	0.684	0
9	141213431	907126	0.642	0
10	135534747	1073206	0.792	0
11	135006516	976146	0.723	0
12	133851895	970540	0.725	0
13	115169878	582576	0.506	-1
14	107349540	648928	0.605	0
15	102531392	655942	0.64	0
16	90354753	775486	0.858	0
17	81195210	780564	0.961	1
18	78077248	519917	0.666	0
19	59128983	664203	1.123	1
20	63025520	547518	0.869	1
21	48129895	417423	0.867	0
22	51304566	404597	0.789	0
Odchylenie standardowe dla osobnika: 0.13452
