Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	544163	0.218	0
2	243199373	588306	0.242	0
3	198022430	486969	0.246	0
4	191154276	470463	0.246	0
5	180915260	437749	0.242	0
6	171115067	422813	0.247	1
7	159138663	370731	0.233	0
8	146364022	355249	0.243	0
9	141213431	270259	0.191	-1
10	135534747	319765	0.236	0
11	135006516	319279	0.236	0
12	133851895	322002	0.241	0
13	115169878	243493	0.211	0
14	107349540	218267	0.203	0
15	102531392	192513	0.188	-1
16	90354753	184589	0.204	0
17	81195210	180702	0.223	0
18	78077248	187143	0.24	0
19	59128983	125724	0.213	0
20	63025520	146940	0.233	0
21	48129895	89282	0.186	-1
22	51304566	77199	0.15	-1
Odchylenie standardowe dla osobnika: 0.02507
