Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	373981	0.15	0
2	243199373	375664	0.154	0
3	198022430	303406	0.153	0
4	191154276	275552	0.144	0
5	180915260	270540	0.15	0
6	171115067	263974	0.154	0
7	159138663	244812	0.154	0
8	146364022	224998	0.154	0
9	141213431	184098	0.13	-1
10	135534747	220174	0.162	0
11	135006516	218526	0.162	0
12	133851895	213555	0.16	0
13	115169878	142501	0.124	-1
14	107349540	143841	0.134	-1
15	102531392	133453	0.13	-1
16	90354753	145262	0.161	0
17	81195210	147153	0.181	1
18	78077248	118179	0.151	0
19	59128983	118843	0.201	1
20	63025520	112996	0.179	1
21	48129895	62198	0.129	-1
22	51304566	69726	0.136	0
Odchylenie standardowe dla osobnika: 0.01817
