Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	377533	0.151	0
2	243199373	346713	0.143	0
3	198022430	275436	0.139	0
4	191154276	232313	0.122	-1
5	180915260	250197	0.138	0
6	171115067	257977	0.151	0
7	159138663	243072	0.153	0
8	146364022	214313	0.146	0
9	141213431	195735	0.139	0
10	135534747	233560	0.172	0
11	135006516	207961	0.154	0
12	133851895	211673	0.158	0
13	115169878	124930	0.108	-1
14	107349540	139773	0.13	0
15	102531392	143126	0.14	0
16	90354753	165948	0.184	0
17	81195210	169022	0.208	1
18	78077248	112307	0.144	0
19	59128983	141933	0.24	1
20	63025520	119251	0.189	1
21	48129895	58700	0.122	-1
22	51304566	87869	0.171	0
Odchylenie standardowe dla osobnika: 0.02939
Srednia arytmetyczna: 0.15464
