Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	3492218	1.401	0
2	243199373	3554009	1.461	0
3	198022430	2871381	1.45	0
4	191154276	2636719	1.379	0
5	180915260	2569023	1.42	0
6	171115067	2486729	1.453	0
7	159138663	2323450	1.46	0
8	146364022	2138648	1.461	0
9	141213431	1730593	1.226	-1
10	135534747	2052269	1.514	0
11	135006516	2040409	1.511	0
12	133851895	2017813	1.507	0
13	115169878	1378056	1.197	-1
14	107349540	1358276	1.265	-1
15	102531392	1249859	1.219	-1
16	90354753	1360880	1.506	0
17	81195210	1392262	1.715	1
18	78077248	1120151	1.435	0
19	59128983	1133229	1.917	1
20	63025520	1044526	1.657	1
21	48129895	575422	1.196	-1
22	51304566	653262	1.273	0
Odchylenie standardowe dla osobnika: 0.17168
