Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	587781	0.236	0
2	243199373	528992	0.218	0
3	198022430	417873	0.211	0
4	191154276	387631	0.203	0
5	180915260	371372	0.205	0
6	171115067	372954	0.218	0
7	159138663	391331	0.246	0
8	146364022	310924	0.212	0
9	141213431	292882	0.207	0
10	135534747	396996	0.293	0
11	135006516	300135	0.222	0
12	133851895	329859	0.246	0
13	115169878	184343	0.16	-1
14	107349540	211692	0.197	0
15	102531392	214161	0.209	0
16	90354753	277128	0.307	1
17	81195210	278794	0.343	1
18	78077248	156472	0.2	0
19	59128983	251861	0.426	1
20	63025520	162937	0.259	0
21	48129895	88053	0.183	0
22	51304566	124086	0.242	0
Odchylenie standardowe dla osobnika: 0.05782
Srednia arytmetyczna: 0.23832
