Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1045449	0.419	0
2	243199373	1091299	0.449	0
3	198022430	884760	0.447	0
4	191154276	794141	0.415	0
5	180915260	788848	0.436	0
6	171115067	757176	0.442	0
7	159138663	680068	0.427	0
8	146364022	659494	0.451	0
9	141213431	521642	0.369	-1
10	135534747	623271	0.46	0
11	135006516	620343	0.459	0
12	133851895	600128	0.448	0
13	115169878	420975	0.366	-1
14	107349540	407201	0.379	-1
15	102531392	379030	0.37	-1
16	90354753	394964	0.437	0
17	81195210	387204	0.477	1
18	78077248	348802	0.447	0
19	59128983	278414	0.471	1
20	63025520	318483	0.505	1
21	48129895	166645	0.346	-1
22	51304566	183221	0.357	-1
Odchylenie standardowe dla osobnika: 0.04244
Srednia arytmetyczna: 0.42623
