Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	315877	0.127	0
2	243199373	329054	0.135	0
3	198022430	268998	0.136	0
4	191154276	253642	0.133	0
5	180915260	241342	0.133	0
6	171115067	233975	0.137	0
7	159138663	211881	0.133	0
8	146364022	198602	0.136	0
9	141213431	157273	0.111	-1
10	135534747	185359	0.137	0
11	135006516	185112	0.137	0
12	133851895	183254	0.137	0
13	115169878	130548	0.113	-1
14	107349540	123940	0.115	-1
15	102531392	111370	0.109	-1
16	90354753	115248	0.128	0
17	81195210	115560	0.142	1
18	78077248	104689	0.134	0
19	59128983	88539	0.15	1
20	63025520	90315	0.143	1
21	48129895	52753	0.11	-1
22	51304566	52541	0.102	-1
Odchylenie standardowe dla osobnika: 0.01268
Srednia arytmetyczna: 0.129
