Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	829210	0.333	0
2	243199373	744677	0.306	0
3	198022430	578416	0.292	0
4	191154276	484063	0.253	-1
5	180915260	527006	0.291	0
6	171115067	545273	0.319	0
7	159138663	517603	0.325	0
8	146364022	457095	0.312	0
9	141213431	416933	0.295	0
10	135534747	534360	0.394	0
11	135006516	456010	0.338	0
12	133851895	441461	0.33	0
13	115169878	257321	0.223	-1
14	107349540	296514	0.276	0
15	102531392	305812	0.298	0
16	90354753	371581	0.411	1
17	81195210	369024	0.454	1
18	78077248	238739	0.306	0
19	59128983	316085	0.535	1
20	63025520	262434	0.416	1
21	48129895	129050	0.268	0
22	51304566	199186	0.388	0
Odchylenie standardowe dla osobnika: 0.07051
